Time(ms),Pressure(hPa)
1678193833469000,370.18597181545647
1678193893538000,370.30348057144033
1678193953607000,370.29744460255375
1678194013676000,370.40416566946374
1678194073744000,370.45116917185726
1678194133813000,370.618763627113
1678194193882000,370.70313876665557
1678194253951000,370.68528770973563
1678194314004000,370.78019368861226
1678194374072000,370.8874284550019
1678194434141000,370.9298086620781
1678194494210000,371.05052803981016
1678194554278000,371.1268124125473
1678194614347000,371.184218329405
1678194674416000,371.2977459144211
1678194734485000,371.3366586500092
1678194794544000,371.42347386208036
1678194854564000,371.4515989085946
1678194914584000,371.5860597474089
1678194974604000,371.6094330737358
1678195034624000,371.6669674154634
1678195094693000,371.8054094252455
1678195154714000,371.73246409912656
1678195214734000,371.8593478706152
1678195274764000,372.0350330926763
1678195334804000,372.1407267606269
1678195394873000,372.25579544408214
1678195454942000,372.34132640745406
1678195515011000,372.3550678685363
1678195575079000,372.4448368526158
1678195635144000,372.46397215823504
1678195695204000,340.3341245002293
1678195755273000,372.6722772972579
1678195815314000,372.72724314158694
1678195875383000,288.3926858579483
1678195935452000,372.81662685105664
1678195995521000,372.9472349437732
1678196055589000,373.0074662077693
1678196115658000,372.9934678969472
1678196175727000,373.1545126838366
1678196235796000,373.23991522233854
1678196295864000,373.3015591599039
1678196355933000,373.47082313846863
1678196416002000,373.4651724441918
1678196476071000,373.52283521078937
1678196536139000,373.64149979060267
1678196596208000,373.7005752307694
1678196656277000,373.74719345855317
1678196716346000,373.8549419244226
1678196776414000,373.976817125984
1678196836423000,373.9671852607394
1678196896492000,374.010592866775
1678196956561000,374.05926589247764
1678197016630000,374.24137235803516
1678197076698000,374.3193262540813
1678197136767000,374.3687698290035
1678197196836000,374.4810131653204
1678197256905000,374.58221196282346
1678197316973000,374.65117611797467
1678197377042000,374.7143611539791
1678197437111000,374.7948835474238
1678197497180000,374.87181004451054
1678197557248000,374.9057142101715
1678197617317000,375.0385055256768
1678197677384000,375.0715107172482
1678197737394000,375.1617934008074
1678197797463000,375.26504699622933
1678197857531000,375.3394049959175
1678197917577000,375.35276118239
1678197977646000,375.56633174107986
1678198037715000,375.50571520247394
1678198097774000,375.571340311007
1678198157843000,375.7110665694884
1678198217912000,375.7372652429537
1678198277981000,375.86299319061294
1678198338014000,375.83615239279806
1678198398083000,375.99758245429723
1678198458152000,376.00220574961463
1678198518164000,376.1283189718837
1678198578224000,376.15438922047906
1678198638293000,376.2279766709476
1678198698345000,376.3416326808337
1678198758414000,376.4516927943618
1678198818482000,376.501007944414
1678198878551000,376.51359358166695
1678198938620000,376.6271211666831
1678198998644000,376.6756657675158
1678199058713000,376.78790910383265
1678199118782000,376.8983544919705
1678199178851000,376.9648785745931
1678199238919000,377.05798660529075
